target,cube ID,X,Y,Z,border_label,sintering_duration_sum,sintering_duration_sum,senor1_mean,senor2_mean,senor3_mean,sensor1_var,sensor2_var,sensor3_var,sensor1_skew,sensor2_skew,sensor3_skew,mean_scanspeed,mean_hacthspacing,mean_energydensity,var_scanspeed,var_hatchspacing,var_energydensity
0,45,3.875,0.125,3.125,1,110,22,461.2,308.8,152.6,13552.7,3813.7,678.3,-1.49815967,-1.198222598,-1.342117251,2.440802156,5.00E-05,94999754155,1.87775882,0,1.92E+21
1,45,9.5790358,9.7250604,5.648466,0,100,20,707,485,234.2,610,3331,717.7,0.4157594403,-1.351162851,-1.389632502,1.871368841,5.00E-05,155183927272,0.1068483274,0,8.80E+20
1,3,0.7723418,1.951117,6.9632462,0,100,20,661.8,637.6,299,557.2,2010.3,203,1.495351162,-0.0817930856,-0.9126556289,1.520918746,5.00E-05,175499565700,0.03038271078,0,2.81E+20
1,8,5.2020062,5.118491,6.8897894,0,100,20,728,542.6,247,66.5,284.8,79,-1.224641531,-1.132077178,-1.132097862,2.348674207,5.00E-05,170878177969,2.042161835,0,1.14E+22
0,42,5.375,3.375,1.625,0,100,20,715.6,473,227.4,84.8,3366,228.3,1.465862791,0.1699413041,0.2847201018,1.727340845,5.00E-05,174918018893,0.1609920066,0,2.61E+21
1,35,0.2625952,9.79679,3.1775286,0,100,20,701.8,490,237.8,437.2,3966,533.2,1.460238607,0.3326658863,-0.2067514162,1.665940895,5.00E-05,175777450068,0.1558011674,0,1.53E+21
0,35,8.125,0.875,4.625,0,100,20,707,554.6,237,2,1616.8,410.5,0.5929270613,0.2530425953,0.9049599754,1.627531472,5.00E-05,189465484548,0.2826766354,0,3.72E+21
1,3,0.5747552,4.167775,6.9298198,0,100,20,693.2,526.2,256,5.2,8438.2,833.5,-0.2715454179,0.8834839376,0.9280989024,1.598441735,5.00E-05,187842595069,0.2906050257,0,3.08E+21
1,5,3.0413044,0.1647798,6.9571248,0,110,22,609.8,404.6,192.8,39804.2,13377.8,3402.7,-1.498028689,-1.415906031,-0.8404248302,2.130259935,5.00E-05,145567946359,1.152143541,0,6.32E+21
0,21,9.875,8.375,3.375,1,100,20,513.8,321,156.4,117.2,613,110.8,-0.3783954073,0.7916097433,1.082240845,3.051664819,0.0001,37236543620,0.9841772912,0,2.04E+20
1,1,8.2745426,1.815221,7.613156,0,100,20,712,440.4,222,82,5182.8,1631.5,-1.409321498,0.4463362233,0.3324873009,1.837603162,5.00E-05,162562254630,0.2008932747,0,1.54E+21
0,4,6.625,4.875,4.375,0,100,20,711.4,445.8,217,175.8,689.2,158.5,-1.39532827,-0.3234365351,0,1.635811794,5.00E-05,175714973163,0.03014971762,0,4.33E+20
1,42,9.6975268,9.694809,0.6787782,0,100,20,698,591.2,262.8,15.5,1558.7,265.7,0.577122509,0.9471434421,0.7562891348,1.382128997,5.00E-05,333224047225,0.9090242933,0,7.67E+22
1,14,0.2246222,9.7627286,3.3262202,0,100,20,690.2,486.4,242.8,271.2,239.3,83.2,-1.436413602,1.222217245,1.001323728,1.761953745,5.00E-05,161135030181,0.1193987497,0,8.10E+20
1,3,9.7559408,6.6161064,5.0986068,0,100,20,675,468.4,232.6,92,944.8,221.8,1.431065463,0.1449149712,0.4001458739,1.929913761,5.00E-05,166104849352,0.6567910932,0,6.73E+21
0,44,4.625,5.125,4.125,0,100,20,729,490,220.4,0.5,1125.5,90.8,0,0.1469686767,0.854085623,1.787567534,5.00E-05,168179212406,0.1151278875,0,1.13E+21
0,40,0.125,8.125,0.375,1,100,20,496.2,266.8,135.4,3.2,439.7,45.8,-0.03515625,0.1158137326,0.5661686,2.553112887,0.0001,42428320807,0.5707682301,0,2.33E+20
1,3,0.6389918,8.1512824,6.9296674,0,100,20,704.2,533.4,261.8,92.7,622.3,139.2,0.7836931111,-0.5517724866,-0.2282054833,2.008367919,5.00E-05,162203464895,1.083072879,0,3.01E+21
1,1,9.7415196,9.5426884,2.371866,0,100,20,682.6,485.6,259,85.3,12675.3,3946,-0.4066745813,-0.410987083,-0.3979633222,1.872984964,5.00E-05,169389157331,0.7086591538,0,4.32E+21
0,24,6.125,2.625,1.125,0,100,20,693.4,537.6,250.6,158.3,4845.3,723.8,-0.252910575,-0.3122514265,-0.08889945155,1.597105969,5.00E-05,175201810061,0.03031565339,0,3.18E+20
1,3,2.1124712,9.7590516,6.9243842,0,100,20,690.6,526,265.6,28.8,8562,2086.8,-0.05685763889,0.395895688,0.4007576244,1.485197912,5.00E-05,188396880850,0.03960895358,0,5.09E+20
0,29,9.875,2.625,0.375,1,110,22,564.8,355.8,179.6,10262.7,2655.2,688.3,1.417591944,0.4512818429,0.4313258504,1.882455532,5.00E-05,142805876633,0.9923264624,0,3.33E+21
0,13,3.125,3.625,4.375,0,100,20,697.8,512,242.8,22.2,2156.5,213.2,0.171874556,0.9763499873,1.226736769,1.353842261,5.00E-05,227266310861,0.3026389155,0,4.38E+21
0,27,5.125,4.625,5.125,0,100,20,695.4,486.6,227.6,49.8,2198.8,499.3,0.3695452256,-0.4434179597,-1.088260547,1.60918646,5.00E-05,183825852826,0.1850236728,0,2.68E+21
1,33,9.3921994,1.8963994,8.5797276,1,100,20,186.8,163,105,2.7,148.5,11,0.3477670622,0.3503066525,0.2758090346,0.761339203,5.00E-05,114225451158,0.1348282725,0,1.82E+21
0,2,1.625,0.125,0.625,1,100,20,822,537.2,269.2,3.5,3212.7,301.2,-0.2561204163,-0.50933647,-0.6391796049,1.964853439,0.0001,86310395434,0.1741887064,0,2.47E+20
0,26,9.875,5.875,3.125,1,110,22,306.4,190,104.2,54166.8,18893.5,2414.2,1.420222927,1.123501664,1.075197774,2.914326183,5.00E-05,48274040084,0.5066425125,0,2.30E+21
0,14,2.375,9.625,4.125,0,100,20,708.8,473.2,231.8,111.7,1549.2,440.2,0.9795201481,1.179025282,0.6856366,1.750492193,5.00E-05,182530370444,0.5134713539,0,4.50E+21
0,11,7.875,1.375,0.125,0,100,20,706.4,525.2,242,2.8,117.7,104,-0.3436215967,0.3126831548,-0.8095920178,2.176838535,5.00E-05,135568873882,0.2798424913,0,9.20E+20
0,23,0.125,2.625,5.625,1,90,18,486.4,308,150.4,76162.3,28489.5,4703.8,-0.3999727377,-0.3168627619,-0.1830254103,2.377805077,6.20E-05,99471422089,1.026303772,2.70E-10,8.22E+21
0,35,7.125,7.875,5.625,0,100,20,734.8,524.6,244.8,10.7,970.8,457.2,-0.569229029,0.4246072366,0.4567856303,1.714403254,5.00E-05,205041565203,0.529151854,0,1.10E+22
0,14,7.125,3.875,3.625,0,100,20,692.2,509.2,254.6,12.2,84.7,15.8,-0.2644696208,-0.07254520562,-0.07049601405,1.930116263,5.00E-05,158840275612,0.4058140124,0,3.43E+21
1,38,0.1856078,9.5797216,5.9573046,0,90,18,708.6,446,233.6,7.8,548,350.8,-1.003880349,-0.4036943949,0.05292755995,1.331568803,5.00E-05,266447860305,0.3149056539,0,2.97E+22
0,43,5.375,4.875,3.625,0,120,24,714.5,575,264.2,146.75,1718,287.2,1.441223693,-1.17051411,-1.037040474,1.815512484,5.00E-05,557347245962,0.9619242765,0,9.14E+23
1,3,0.329188,1.8951354,7.751332,1,100,20,741.6,477.6,246.2,4439.3,17654.8,3884.2,0.401043465,0.4033375356,0.3687827422,1.672344532,6.20E-05,153762708303,0.09782970819,2.70E-10,1.98E+21
1,31,0.4127092,9.7822612,0.645301,0,100,20,708.2,384.4,191.4,49.2,737.3,316.8,-0.5759572563,1.060125214,0.2958841797,1.828081114,5.00E-05,197469268411,1.260149299,0,8.81E+21
1,3,0.153293,2.7896472,2.868182,0,100,20,687.2,443.6,211.6,2135.7,1221.3,568.8,0.3707730462,0.7562193671,0.5327947908,1.53780778,5.00E-05,205662792663,0.2626840379,0,1.15E+22
1,3,3.1672316,5.194443,6.9512828,0,100,20,700,591.4,279,6,2904.8,576,0.9128709292,-0.1495781189,-0.3441691001,1.758797391,5.00E-05,168833855867,0.2582896715,0,1.82E+21
1,1,1.7702376,1.7695772,7.8121142,0,90,18,698.2,472.8,238.4,5.2,900.7,134.3,0.1527442976,-0.3242167548,-0.6068258136,1.60851856,5.00E-05,178317468743,0.09396005113,0,9.59E+20
1,3,9.770368,1.3826142,6.766955,0,100,20,700.2,459,235,87.2,4046.5,2148,-0.3907371047,-0.2595650878,-0.3939082527,1.101170065,5.00E-05,288808257173,0.1405306104,0,1.72E+22
0,28,4.125,0.375,4.875,0,100,20,692,554.4,270.6,52.5,3536.8,239.8,-0.2204333571,-0.1867326973,-0.5453032128,1.837419744,5.00E-05,171309117111,0.5142358539,0,4.73E+21
1,21,0.345196,9.6525434,4.9448098,0,100,20,710.4,509.2,253.4,254.3,6372.7,1354.8,-0.3958323333,0.9607861263,1.002069543,1.350564589,5.00E-05,214921040137,0.04809411328,0,1.24E+21
1,45,9.678807,9.7117508,6.7685806,0,100,20,714.6,475.8,224,167.8,1305.2,104,-0.3742276617,-0.04968804887,-0.4316769939,1.932091719,5.00E-05,151768382460,0.1306519859,0,6.84E+20
1,27,9.7102268,9.763389,6.3613932,0,110,22,619.6,342,162.6,39829.8,10042,1477.8,-1.4914881,-0.8596150563,-0.7169640178,1.711431099,5.00E-05,242996883827,1.699865604,0,3.23E+22
0,7,3.625,9.875,6.625,1,100,20,579.4,378.2,184.6,13357.8,2377.7,646.8,0.4079055656,-0.2060635512,0.2386834706,1.579675918,5.00E-05,152751799120,0.08390499346,0,2.51E+21
1,8,4.5556524,3.9454174,6.9025148,0,100,20,686.8,547,238.2,1863.2,1968,141.2,0.4038101628,-1.145538917,-0.4551043092,1.607908083,5.00E-05,180822972510,0.1745394947,0,2.72E+21
1,41,8.0793182,9.0833548,8.6201136,1,100,20,539.2,311.4,159.4,8145.2,1011.8,140.8,1.470158127,1.227343067,1.28850327,2.785234996,7.40E-05,56411435487,0.2249575246,1.80E-10,5.34E+20
0,5,0.125,1.125,7.375,1,110,22,537.8,410.9,203.6,9076.7,346.3,298.3,1.490004848,0.09794375671,0.9903232792,2.046954446,5.00E-05,143265850222,2.344503121,0,6.23E+21
1,3,1.9588266,1.3930282,6.9321312,0,100,20,705,536.8,264.4,249,5851.7,956.8,1.201931993,1.31714747,1.278578882,1.903987484,5.00E-05,162716108243,0.3747895747,0,3.38E+21
0,42,3.375,4.125,1.125,0,100,20,697,577.2,268.6,303,4189.7,1292.3,-0.4267119827,-0.1566213,-0.003264839249,1.257715469,5.00E-05,254826351082,0.2570647488,0,1.15E+22
0,11,3.375,6.375,6.375,0,100,20,721.8,588.2,274,12.2,1816.2,172,0.2644696208,0.8231694744,1.10625826,1.560453855,5.00E-05,199671795837,0.174979708,0,4.97E+21
1,3,8.5190624,9.8370042,6.6726702,1,90,18,711.4,480.6,241.4,3535.8,1811.3,1000.8,1.446407659,0.666744471,-0.6425382859,2.217948409,5.60E-05,130787419781,0.6008810701,1.80E-10,3.05E+21
0,6,1.625,2.625,4.375,0,100,20,689.4,538.8,262,28.3,1294.7,252.5,0.5975240381,0.4288840867,0.6771255579,1.922847827,5.00E-05,150425788002,0.2376952933,0,1.28E+21
0,27,5.125,2.375,6.125,0,100,20,694,477.2,228.6,107.5,937.2,282.8,0.4739626543,0.323196336,-1.131271725,1.881061131,5.00E-05,156664598047,0.2332612791,0,2.05E+21
0,38,7.125,8.875,1.375,0,100,20,730.8,587.8,278.4,159.2,1492.2,192.8,-0.4178480671,0.008341875427,-0.466679448,1.964273814,5.00E-05,154570199208,0.1770354778,0,1.14E+21
1,43,0.5418174,9.7888906,3.8284036,0,100,20,684,467.2,227.8,164,2993.7,638.2,-0.3960610824,-0.1251375073,0.07896261082,1.464636066,5.00E-05,228083925807,0.3029264933,0,2.02E+22
0,18,8.375,4.375,2.125,0,100,20,735.8,498.4,223.6,250.2,6278.3,1378.3,-0.401754077,0.06295237966,0.2993047812,1.660315377,5.00E-05,193534465595,0.3510660601,0,3.53E+21
0,25,1.875,8.375,1.875,0,100,20,700.6,498.6,234.8,87.8,5408.8,1203.2,-1.429049559,1.376753596,1.398243572,1.39086689,5.00E-05,321689610054,0.6599866179,0,8.03E+22
1,3,0.254258,4.972701,6.913767,0,100,20,699.8,471.6,235.6,1.2,436.3,405.3,-0.8675276172,1.319941689,1.381789497,2.022235613,5.00E-05,147623020333,0.341328908,0,1.60E+21
0,45,0.875,7.375,5.875,0,100,20,694.6,497.6,228.2,13.8,2702.3,301.7,1.235263536,0.8581504162,0.989029482,1.894134069,5.00E-05,152851694055,0.1403201589,0,1.54E+21
1,41,1.8377254,1.7774766,8.0870946,1,100,20,652.6,376.8,187.4,5009.8,667.7,83.8,-1.499108531,0.2363869437,-1.127529452,1.872532703,5.60E-05,130605450504,0.1795265943,1.80E-10,4.89E+20
1,35,0.1614016,9.548505,3.185555,0,100,20,698.2,429.2,208.8,85.7,8695.2,2401.2,-1.338323382,1.411050275,1.298502334,1.620638368,5.00E-05,177532894075,0.1075391012,0,1.09E+21
0,24,8.125,9.875,5.875,1,100,20,499.6,270,134.6,82.3,353.5,64.8,-0.3603787429,0.1915154937,0.7251800412,3.068775177,0.0001,32798460173,0.08764863923,0,9.81E+18
1,3,0.184281,7.786132,6.1608094,0,100,20,695.8,446.8,219.4,3.2,5112.7,933.8,0.03515625,0.23747786,0.06383976101,1.354950976,5.00E-05,212834033237,0.08013481688,0,2.05E+21
1,3,0.1574078,8.2212848,4.2845114,0,100,20,708.2,480.2,233.8,10.7,331.7,66.2,-0.772388211,-0.400173873,-1.163480572,1.61603055,5.00E-05,184419247927,0.1574315787,0,2.24E+21
1,31,9.7586646,9.2809668,5.9584476,0,90,18,697.8,451.6,224,448.2,5427.3,2175.5,0.753823621,1.184561481,0.9931881284,1.725010816,5.00E-05,189377741266,0.686672104,0,5.87E+21
0,24,9.875,4.625,1.875,1,100,20,497,279.2,144,27,794.7,59,0.4542387875,-0.7039489012,-0.7771190278,2.8,0.0001,36966603175,0.41875,0,6.36E+19
1,19,3.4096679,3.113542,6.8371352,0,100,20,700.2,514.4,256.4,260.2,2276.8,1365.8,1.485607411,-0.2237134326,0.1290673463,1.491777558,5.00E-05,201975675675,0.171374645,0,4.31E+21
1,45,9.6724062,9.7080424,6.3370346,0,100,20,707.8,472.4,232.2,26.2,2586.8,315.2,0.8043412919,-0.9628971195,-1.157064996,1.905828743,5.00E-05,170256964022,0.6628960037,0,4.30E+21
0,22,3.125,1.625,1.125,0,100,20,707.8,570.4,274,76.7,1814.8,310,-0.4680671522,0.211660101,0.3318390415,1.500414435,5.00E-05,193211070870,0.07657065347,0,9.58E+20
0,24,8.875,9.875,5.125,1,100,20,498.4,314.6,156.2,2.3,640.3,99.2,-0.7500308204,-0.6429915363,-0.3403583842,3.094450634,0.0001,32346523237,0.04609409425,0,5.86E+18
0,16,0.125,6.625,0.875,1,150,30,202,201.4,121.2666667,1406.5,659.8,141.0222222,1.49021917,0.450179527,-0.4789547279,1.184090518,5.00E-05,165415037178,2.099842611,0,1.59E+22
0,28,7.125,2.625,5.625,0,100,20,702.4,530.4,253.8,236.8,430.8,21.2,-0.2522789761,0.3782344661,0.09140166488,1.645143243,5.00E-05,184172398840,0.2731296378,0,2.80E+21
0,15,4.875,1.875,1.625,0,100,20,706.8,541.4,251,156.7,1370.3,360,0.407402701,0.2422761202,-0.1608176881,1.188296994,5.00E-05,244402923214,0.04743781646,0,2.01E+21
0,37,4.875,3.875,5.625,0,100,20,694.6,474.6,230.2,17.8,374.8,378.2,1.36132312,0.571701513,0.3431356562,2.030772615,5.00E-05,146544187821,0.5012032304,0,1.23E+21
0,28,9.125,8.125,1.625,0,100,20,709,554.8,267.8,456,1069.2,818.2,0.3070791606,0.8908514491,0.3372968791,1.364405211,5.00E-05,244558204963,0.3604980269,0,1.16E+22
1,35,9.6691804,9.7560992,7.6239256,0,100,20,694.8,448.8,226.6,551.2,2093.2,273.8,0.4052796286,-0.08368667283,-0.1533374134,2.038839397,5.00E-05,137783162058,0.06954239188,0,2.22E+20
0,29,7.375,6.375,6.625,0,100,20,731.6,522.4,252.6,6.3,4172.3,419.8,-0.3436215967,0.25628084,0.08511900827,1.800031549,5.00E-05,196694080166,0.5436080301,0,1.26E+22
0,25,9.875,4.125,2.875,1,140,28,181.8666667,227.2,130.6666667,17.58888889,4521.2,845.0555556,-0.4931234157,0.3595874802,0.318445811,1.033333333,5.00E-05,183671272727,1.109722222,0,3.19E+22
0,18,6.625,1.125,6.375,0,100,20,699.6,544.2,244.8,32.8,396.2,25.2,-1.062743404,0.1390079876,0.5557336935,1.911460525,5.00E-05,148077183909,0.0578983253,0,2.82E+20
1,45,8.5102546,9.788535,8.7116044,0,100,20,706.4,487.2,242.2,76.8,6567.7,1383.2,1.464750214,1.19507593,0.3855247489,1.394575109,5.00E-05,204546265569,0.0220753332,0,5.23E+20
0,5,0.125,4.875,3.375,1,110,22,459,309,152.6,12924,3676,597.8,-1.486887985,-1.170698745,-1.017857397,3.202493781,5.00E-05,108757990752,6.789416978,0,9.97E+21
1,19,4.4338213,4.4714006,6.8574298,0,100,20,727,541.6,259.2,1,1602.8,298.7,0,-0.3123438541,0.788975883,2.30048475,5.00E-05,134161184299,0.3690873917,0,1.36E+21
1,3,2.5631942,0.2388522,5.9091208,0,100,20,699.8,469.2,233.2,16.7,1743.2,319.7,0.2585159233,0.983879526,1.45730667,1.701850482,5.00E-05,168368458906,0.09838116907,0,7.05E+20
0,13,5.125,2.375,0.625,0,100,20,725,472.8,228.4,26,731.2,160.3,1.404136156,-0.06782787731,-0.2759563769,1.751779539,5.00E-05,170375314320,0.1172105594,0,9.58E+20
0,22,7.625,5.375,5.625,0,100,20,690.4,483.2,246.8,182.3,1713.7,549.2,0.3505104675,0.450945543,0.1828812066,1.686678448,5.00E-05,342245207461,1.037644765,0,1.95E+23
1,37,9.7298102,1.7376494,7.2449322,0,100,20,716.4,472.4,241.2,47.3,914.3,149.2,-0.3637584801,-0.6492698014,-0.4081372552,1.693639833,5.00E-05,182708608303,0.2738551461,0,3.29E+21
1,11,0.2577946,9.2181018,5.9100098,0,100,20,722,435.8,228.8,312,1295.7,128.7,0.3043087041,-0.03994447572,-0.8346831622,1.687941207,5.00E-05,186562654154,0.3291931015,0,3.60E+21
0,24,3.625,0.125,0.875,1,100,20,493.8,291.8,146.4,692.2,62.2,8.3,-0.4082479708,-0.9205868928,0.8163607337,3.183034404,0.0001,31172178639,0.0384899805,0,1.02E+19
1,12,9.3707558,1.781058,8.560576,0,110,22,602.4,516,267.4,36210.8,37566.5,9879.3,-1.499922452,-1.287669357,-1.354399265,1.991391824,5.00E-05,140047315253,0.5255871448,0,4.30E+21
0,31,7.625,0.375,1.125,0,100,20,740.4,500.6,231.8,0.3,1934.8,286.2,0.4082482905,-0.06984571645,0.2765150864,1.215941525,5.00E-05,332389133951,0.4331077585,0,4.43E+22
1,3,9.1621396,8.0344678,8.6799814,1,100,20,790.4,639.6,328,26.8,308.8,108,0.3365218792,0.8992645999,1.267087144,1.783727496,8.00E-05,118699639195,0.3041452768,0,1.08E+21
0,40,9.875,7.125,6.125,1,100,20,521.6,271.2,137,8.3,385.2,103,0.7265891066,0.2817396204,1.06847572,3.55,0.0001,31720134454,1.2,0,9.20E+19
1,15,8.3010094,9.8692054,6.957582,1,100,20,875.4,577,308.2,2.8,2161,274.2,0.7301958931,0.3650007307,0.3451557405,0.8911514411,5.00E-05,445262767930,0.1635613862,0,2.27E+22
1,3,0.619764,4.181999,6.921387,0,100,20,692.8,583.6,274.6,5.2,14513.3,1454.8,0.2715454179,1.052845371,1.105674496,1.645543835,5.00E-05,179882846707,0.2089818592,0,2.82E+21
1,13,0.2461614,9.59105,0.2259216,0,100,20,704.8,449.8,225,23.2,4902.2,864,-0.403407114,0.4177625439,0.319148235,1.425214775,5.00E-05,207381506797,0.117203556,0,2.54E+21
0,33,6.625,6.125,3.125,0,100,20,698.2,565,252.2,2882.2,515,247.2,0.408248272,0.2712047091,0.2564275486,1.538699681,5.00E-05,272044912416,0.9311291155,0,3.42E+22
0,8,3.125,8.125,1.875,0,100,20,721,507.8,233.6,701.5,845.7,252.8,-0.4053664556,-0.4366134722,-0.2499404134,1.842328345,5.00E-05,171290867021,0.3979078373,0,3.05E+21
0,19,8.375,9.125,1.125,0,100,20,685.8,562.6,271.8,32.7,1367.8,353.2,0.4387438935,0.5886160022,-0.2334160895,1.638230146,5.00E-05,197166365983,0.4733774844,0,8.76E+21
1,3,1.9445518,1.7271144,7.3447288,1,100,20,671.4,447.6,234.6,54685.3,28287.3,6799.8,-1.31068507,-1.400780899,-1.455424651,2.639949494,6.80E-05,100395543791,2.491458339,2.70E-10,4.36E+21
1,3,0.5107472,5.769753,6.9213616,0,100,20,701.2,512.2,248.4,7.7,2175.2,229.3,1.262107136,-0.3954352242,-0.7313275811,1.437500456,5.00E-05,213762044808,0.2138655473,0,5.40E+21
1,19,2.2018217,3.2712252,6.901575,0,100,20,699.8,506.6,257.6,10.2,1783.3,316.3,0.2018050709,-0.4300374904,-0.4839274013,1.439548323,5.00E-05,197052346757,0.03462578168,0,6.35E+20
0,44,9.125,2.375,3.125,0,100,20,701.2,590.2,263,105.2,3781.2,357,1.004173955,-0.3741645003,-1.125771784,1.248216445,5.00E-05,339951255019,0.5836946338,0,7.23E+22
0,25,7.625,6.375,1.375,0,100,20,715.4,523.4,241.2,464.8,1470.8,199.2,0.4104360293,0.7982782578,0.9570763229,1.611094809,5.00E-05,245485389878,0.6304668975,0,3.41E+22
1,32,0.7860638,9.7189136,0.3512452,1,100,20,725.8,469.6,243.4,425.7,302.8,51.8,-0.4717831702,-0.4351046069,-0.8194163845,1.502821425,6.20E-05,167753952440,0.02065970733,2.70E-10,2.88E+21
0,33,0.625,4.375,3.125,0,100,20,706,550.2,259.8,68,1990.2,797.7,-0.4306707618,-0.01503386342,0.3479109935,1.256111812,5.00E-05,267123800313,0.3246038954,0,1.44E+22
0,7,3.375,9.875,0.375,1,100,20,536.8,381.2,182,8801.2,2684.7,718,1.472376615,1.175823383,1.190373109,2.041927133,5.00E-05,105794534391,0.05379198032,0,3.21E+20
0,11,7.875,8.125,2.875,0,100,20,694.6,637.8,306.2,166.8,2823.7,409.2,-0.4288226001,-0.1664640487,-0.1990601044,1.698479905,5.00E-05,164625248598,0.01895751481,0,2.62E+20
1,13,0.1963774,9.2191178,6.3214136,0,100,20,615,390,200.2,38201,13844,3573.2,-1.486222673,-1.339867992,-0.9293522424,2.63371545,5.00E-05,200755773883,4.200956438,0,4.50E+22
1,3,1.8852682,1.3785248,8.3561568,1,100,20,730.2,553.2,295.4,3113.2,1245.7,102.8,1.499170127,0.5379400505,0.3411727917,1.05,5.60E-05,559314285714,0.66875,1.80E-10,2.73E+23
1,39,0.0630274,1.0067136,5.5333532,1,140,28,847.5,518.4,277.1,1.5,819.425,69.8,-0.1141088661,-0.4624733427,0.08968274239,0.675,5.00E-05,627898666667,0.075,0,1.70E+23
1,3,0.6019586,1.953403,7.09144,1,100,20,772,590.8,284.6,2962,19019.2,3977.8,-1.397196959,-0.7607249444,-1.055962099,1.804723781,7.40E-05,123551816385,0.08496509281,1.80E-10,1.93E+21
0,33,6.125,8.125,6.625,0,100,20,702.4,509.8,244.2,44.3,1296.7,476.2,-1.189650275,0.01991609613,0.03513020691,1.827600969,5.00E-05,168842065354,0.4029683744,0,3.04E+21
1,30,9.8940212,9.5824902,6.94793,1,100,20,309,210,123.4,51529.5,26781.5,5204.8,1.429318446,1.38495729,1.418027091,2.108276253,6.80E-05,73165937887,1.225214051,2.70E-10,5.09E+21
0,45,3.625,9.875,5.625,1,110,22,480.8,307.8,149.4,23400.7,6890.2,801.8,-0.2014921712,-1.359278037,-1.462715128,2.035708305,5.00E-05,119798738263,0.9222951774,0,6.18E+21
0,30,1.875,0.875,5.875,0,100,20,719.2,547,270.6,493.7,5067,982.8,0.3995802271,0.03505833245,-0.1566553999,1.694691911,5.00E-05,177910863750,0.1756491592,0,1.78E+21
0,24,3.375,7.625,0.375,0,100,20,700.6,483.2,225.8,102.8,789.2,120.2,0.7497305886,-0.676207294,-0.02809885564,1.706794069,5.00E-05,182566797096,0.2960675083,0,5.53E+21
1,3,1.5738642,9.7860772,5.8621308,0,100,20,702,501.2,255.2,2.5,653.2,311.7,0,-1.077405434,-0.6958984703,1.666877505,5.00E-05,171477326146,0.05814922775,0,6.87E+20
1,39,8.1489142,1.5226638,7.6350508,1,120,24,565,331.8,177.6,77346,29823.7,9526.3,-0.188358,-0.02468734996,0.2888465559,3.510219035,5.00E-05,91189830973,5.052814023,0,4.72E+21
1,12,9.7016924,9.4515532,8.1091164,0,100,20,699.8,463.4,244.6,52.2,1123.8,300.8,-1.428644594,-0.2891629818,-0.4280715348,1.266123776,5.00E-05,247472803268,0.1992882312,0,9.40E+21
0,3,6.125,7.625,6.625,0,100,20,702,520.8,251.4,84.5,1175.2,441.8,0.401581915,-0.0498728756,-0.5042524296,1.393099218,5.00E-05,215203828478,0.1678432115,0,3.40E+21
0,6,7.375,6.625,0.125,0,100,20,718.6,525.2,257.2,14.8,4566.7,286.7,-1.191145569,0.7941638231,0.0157117725,1.679454995,5.00E-05,180078093343,0.2242886509,0,1.63E+21
1,18,9.7976282,8.5483606,5.3289594,0,100,20,699,447.8,209.2,7,350.2,28.7,-0.5433134495,-0.5292238253,-1.236032774,1.64144914,5.00E-05,195615955367,0.2883058994,0,9.82E+21
1,19,5.1175131,2.5926896,6.8805438,0,100,20,677.6,563.6,271.8,10.8,1496.8,261.2,-1.164263643,-0.3629237964,-0.2092345183,1.099516379,5.00E-05,264563819756,0.09820466452,0,6.54E+21
0,38,9.875,8.125,5.125,1,110,22,451.6,291.2,158.8,11291.3,5397.7,1187.2,-1.480497221,-1.284857943,-1.399880977,2.650347185,5.00E-05,234459431609,9.367144196,0,9.96E+22
1,19,5.0536829,4.6613926,6.8790198,0,100,20,710.2,488.2,239,96.2,924.2,116,-0.3915953989,-0.4727115124,-0.4389418951,1.660061612,5.00E-05,217217641353,0.6646193044,0,1.45E+22
0,44,9.875,8.625,7.375,1,100,20,184.8,135.2,93.8,1.2,94.7,8.2,0.4082482905,-0.2979360345,-1.062743404,1.5,0.0001,26738539683,0.25,0,6.55E+19
1,3,1.0855746,6.931803,6.9467108,0,100,20,697.4,537.6,262.2,6.8,1499.3,143.2,-1.05547291,-0.4102011796,-0.5051058835,1.894598665,5.00E-05,154185669027,0.2162448734,0,1.28E+21
1,29,0.178064,7.5226772,6.9892812,0,90,18,718,515.4,254.8,21.5,5617.8,1308.7,-1.261681802,-0.3345017349,-0.4324688412,2.130181293,5.00E-05,152748132822,0.7185345742,0,3.36E+21
1,3,0.184662,8.5069586,1.4794624,0,100,20,685.6,449.8,222,132.8,135.2,64.5,-0.4197524906,0.7669407146,0.6086456786,1.754498258,5.00E-05,162279789776,0.1365448294,0,1.28E+21
1,41,9.6462188,9.2630344,3.1389968,0,100,20,715.4,475.4,223.6,1.8,574.8,286.8,-1.5,0.4710114511,0.7555385352,1.81246693,5.00E-05,174401456473,0.3155795367,0,4.67E+21
0,45,9.125,8.375,2.125,0,100,20,731.2,570.2,260.4,29.2,1971.2,263.3,-1.14277635,-1.288199446,-1.33434194,1.67016803,5.00E-05,179497366131,0.09129843909,0,9.41E+20
1,41,9.2216324,9.7703232,2.7032598,0,100,20,713,595.8,283,3,8610.2,1264,1.290994449,0.4145992502,0.3021689211,1.653327428,5.00E-05,231829703124,0.6300105212,0,2.73E+22
1,4,8.4185098,9.8447706,7.6398768,0,90,18,692.6,431.8,218.4,365.8,2987.2,928.3,0.4552898846,0.5153988294,0.7485112649,2.20241333,5.00E-05,138991678427,0.7335944067,0,2.02E+21
