target,cube ID,X,Y,Z,border_label,sintering_duration_sum,sintering_duration_sum,senor1_mean,senor2_mean,senor3_mean,sensor1_var,sensor2_var,sensor3_var,sensor1_skew,sensor2_skew,sensor3_skew,mean_scanspeed,mean_hacthspacing,mean_energydensity,var_scanspeed,var_hatchspacing,var_energydensity
0,4,4.625,9.125,5.875,0,100,20,694.2,518.6,240.2,231.7,1699.8,275.7,-1.491913754,-0.2659966622,-0.1887120048,1.737873685,5.00E-05,166688695903,0.1622438207,0,1.49E+21
0,31,5.875,2.375,0.875,0,100,20,723.6,512,242.4,110.8,922,294.8,0.3671888581,-0.7274642283,1.229032586,1.713083706,5.00E-05,173289433770,0.08168027008,0,1.07E+21
0,6,4.375,7.625,0.875,0,100,20,688.8,563.2,265.8,114.7,1591.7,355.2,0.3982605999,-0.1459771108,-0.1646095692,1.386388146,5.00E-05,206063861725,0.09740988564,0,1.70E+21
0,1,9.875,2.125,1.125,1,100,20,741.4,434.2,223,4046.3,290.2,102,-0.2323928738,0.2741287031,-0.09605014384,2.408113883,5.00E-05,163848054602,1.610609408,0,1.13E+22
1,3,4.8482798,9.8218658,6.746,0,90,18,695.6,446.2,221.4,3.3,1182.7,508.3,0.3804646085,0.9478032152,0.2677513982,1.381463237,5.00E-05,242178224358,0.2550741568,0,2.08E+22
0,32,7.625,3.375,6.625,0,100,20,713,562.6,260.8,302,3603.8,470.7,1.478547736,1.235115573,0.5948299158,1.679775625,5.00E-05,180100561706,0.238567314,0,2.11E+21
0,22,8.125,8.625,7.625,1,80,16,579.4,399,206.6,10826.8,1650.5,680.8,0.3944281944,0.5259715398,0.6010465907,2.370264328,5.00E-05,130342775594,1.774183771,0,7.18E+21
0,10,9.875,5.125,0.625,1,110,22,636.9,366.8,177.6,14600.8,8029.7,1515.3,-0.3771098093,-0.2212059542,-0.1355336477,2.552388598,6.20E-05,112969709457,2.298046806,2.70E-10,4.37E+21
0,44,6.375,3.375,4.875,0,100,20,703.4,581.2,267.2,155.8,4775.2,889.7,0.3955186933,0.04512092256,-0.1700393306,2.088506494,5.00E-05,160288633883,0.6570507795,0,7.54E+21
0,17,0.125,5.625,0.875,1,100,20,502,523.4,258.8,33.5,1394.8,137.7,-0.1297389307,-1.146873916,-1.073246532,0.75,0.0001,177365333333,0.125,0,1.68E+22
1,11,0.5131154,9.5687234,2.5734912,0,100,20,682.4,494.4,251.6,320.8,1092.8,265.3,0.4114366175,-0.2057922657,-0.2394714307,1.664480777,5.00E-05,199642059892,0.536879677,0,1.11E+22
1,39,0.884057,1.8738696,7.0119634,1,100,20,803.8,570.4,299.4,235.7,1980.3,327.8,-0.4017592412,-0.2298493984,-0.00874850398,0.9993145483,5.00E-05,383617603962,0.2360880419,0,2.71E+22
1,4,9.8644302,9.5171614,1.3029578,1,90,18,597.2,396,194.6,15829.2,9873.5,1373.3,0.4089893901,0.4165956219,0.4345003467,1.699493704,5.00E-05,267594897578,1.061526439,0,9.36E+22
0,42,0.125,4.375,4.375,1,100,20,387,209.6,120.6,79311.5,26886.8,5272.8,0.4082852899,0.4144491629,0.4180018089,1.767558885,6.80E-05,83193754976,0.6571694848,2.70E-10,4.58E+21
0,34,4.125,4.125,0.875,0,100,20,708.6,519.8,238,96.8,2935.2,327.5,-0.2233518032,0.3272113678,0.3353108908,1.985130949,5.00E-05,147620079355,0.152193895,0,9.69E+20
0,23,5.125,4.875,6.625,0,100,20,739.4,532.6,252.8,1337.8,4038.8,649.7,-1.496691621,1.053872332,1.038486301,1.779245314,5.00E-05,175303983062,0.2303576405,0,2.00E+21
0,32,3.625,1.375,4.625,0,100,20,709.4,535.8,254.2,161.8,5344.2,515.2,1.450305362,0.5458643761,0.6523881418,1.492636959,5.00E-05,234523488410,0.840043634,0,9.50E+21
0,33,8.375,4.625,6.625,0,100,20,700.4,511.8,241.8,1008.8,347.7,66.2,-0.01459046426,-0.01554064907,-0.01768510396,1.757978164,5.00E-05,336111152662,1.011890966,0,1.94E+23
1,39,9.9503584,4.2116602,5.552962,1,140,28,855,506.9333333,276.3333333,1,2343.188889,581.2222222,0,-0.0382126142,-0.1620864239,0.7208047932,5.00E-05,664050764775,0.2324950071,0,1.85E+23
1,45,9.630293,9.789297,5.9846096,0,100,20,684.6,406.6,190.2,859.8,244.8,54.2,-0.4122516811,-0.2795433943,-0.3258075168,1.75123881,5.00E-05,163573063432,0.1977032859,0,1.29E+21
0,22,5.625,9.375,3.625,0,100,20,705,494,243.6,293.5,492.5,100.3,0.3492052697,-0.260846993,0.1067832958,2.009331308,5.00E-05,149411226071,0.2969846197,0,1.87E+21
1,16,0.0761338,9.4411646,6.0952774,1,120,24,186.9,138.6,105.2,1.3,126.3,16.7,-0.1527442976,-0.3606472995,-0.2093684094,1.075,5.00E-05,183883174603,0.79375,0,5.47E+22
0,5,0.125,2.125,4.375,1,80,16,575.4,361,179.4,11096.3,1841.5,608.3,0.4230950136,0.5632561765,0.8933166998,1.436574631,5.00E-05,177876534968,0.389066661,0,3.22E+21
0,15,8.375,3.125,0.875,0,100,20,723,521.4,247,555,1107.8,348,-0.7144337887,-0.3268883568,0.04624134212,1.417325723,5.00E-05,217178469200,0.1139847435,0,4.83E+21
1,19,4.8076331,3.638179,6.9108206,0,100,20,691.6,495.6,243,165.3,1342.8,367,0.4442367909,-0.4713940582,-0.4594131816,1.567864367,5.00E-05,181089588422,0.08350165861,0,1.01E+21
1,42,9.72948,9.425315,2.7671662,0,100,20,702,414.4,203.6,30,636.8,221.3,-0.4082482905,0.7345862193,0.3024719329,1.600954277,5.00E-05,203325069755,0.6086817522,0,5.71E+21
0,22,9.875,1.875,0.625,1,120,24,399.4,246.2,136.8,17826.3,4355.2,939.2,-0.3964996021,-0.4223477737,-0.4747727056,2.435096837,5.00E-05,103854165879,2.271907022,0,8.92E+21
1,39,2.717556,0.0638402,5.9648738,1,100,20,829,469.2,256,8,1821.2,310,-0.222347648,0.05195275328,0.1843550231,0.8341520396,5.00E-05,513863939468,0.2552379685,0,7.66E+22
1,23,9.6910244,9.7089822,2.150759,0,100,20,683.4,461.8,249.2,197.8,250.2,95.7,-0.4056916655,-1.376391636,0.5604748918,1.415544084,5.00E-05,216566572607,0.3077936835,0,5.92E+21
0,25,4.125,5.875,1.375,0,100,20,703.6,504.2,226.6,110.8,4878.2,736.8,0.3671888581,0.6572817642,0.6174276544,1.89032091,5.00E-05,175424596451,0.611483573,0,6.65E+21
0,24,7.125,0.125,3.125,1,100,20,485,318.2,152,118.5,941.2,133.5,0.9724568457,0.3745365576,0.3859692625,3.20444461,0.0001,30399568594,0.07066843036,0,3.98E+18
1,15,8.1268416,8.451606,6.965456,1,120,24,735,560.6,282.4,177,611.3,600.3,0.4159098569,-0.4498566306,0.47137704,1.344974747,5.00E-05,396779214152,0.629428663,0,2.05E+23
1,18,9.8141382,2.5249538,2.8323934,0,100,20,707.4,438,212.8,738.8,1013.5,190.7,1.496495866,0.9709810552,-0.08271085418,1.365922825,5.00E-05,465979504547,1.074068545,0,2.09E+23
0,39,9.375,1.875,2.875,0,100,20,686.6,565.4,279.2,348.8,775.8,163.7,0.3992327328,-0.04698241358,-0.310930271,1.664083735,5.00E-05,177736215378,0.2260316546,0,3.46E+21
0,27,2.125,7.875,5.125,0,100,20,703,523,245.2,56,1047,105.2,0.3241524019,-0.005544268646,-0.1148906308,1.276218542,5.00E-05,291569783465,0.5422077924,0,2.96E+22
0,1,8.125,0.125,0.375,1,100,20,799.8,426,207.8,3189.2,1720,230.2,-1.41056999,0.6516986497,0.5339023452,2.684438359,5.00E-05,138640633845,0.8672383693,0,4.98E+21
1,1,9.4707302,9.6707298,5.1940854,0,100,20,698.6,533.2,264.4,3.8,2249.2,495.3,-0.05433530539,0.6084438488,0.6409724394,1.620431851,5.00E-05,176618678772,0.07712576998,0,9.47E+20
1,3,3.7682718,9.79197,4.8537254,0,100,20,695.4,451,237.4,6.8,2792,477.8,-1.05547291,0.4948024941,0.7686773847,1.044629961,5.00E-05,366406209229,0.3390603051,0,6.42E+22
1,19,3.0074589,4.8687836,6.8648212,0,100,20,673.2,530,265.6,89.2,2670,254.8,0.5981561255,0.5392261074,-0.1242933837,1.72244269,5.00E-05,170807851077,0.3539889764,0,3.06E+21
0,29,8.875,0.125,4.625,1,100,20,515,328.8,167.6,36,429.7,14.8,0.3649138713,1.329750689,1.017952296,1.931123876,5.00E-05,109620759324,0.1353257178,0,3.82E+20
1,39,0.0808328,0.193304,5.684153,1,190,38,814.72,582.96,294.52,3010.292,16156.208,3108.952,-1.497895076,1.30260776,1.198878781,18.53317189,5.00E-05,341440649453,1504.842136,0,9.65E+22
1,19,5.9519793,4.5093482,6.851029,0,100,20,691,527.6,252.4,1,2739.3,171.3,0,-0.3704526779,-0.2361931697,1.338993699,5.00E-05,230120988050,0.2588698413,0,6.80E+21
0,34,9.625,5.125,1.875,0,100,20,715,458.4,219.6,26,668.8,54.8,-1.404136156,-0.4683035169,-0.2539958582,1.593432755,5.00E-05,188913166708,0.1855900695,0,1.97E+21
0,17,6.125,4.625,0.625,0,100,20,725,539,244,609.5,136,24.5,0.4033427767,0.8152527662,0.08297521557,1.706674624,5.00E-05,181667338762,0.3278271578,0,2.14E+21
1,42,0.2003144,9.5082968,2.4111598,0,100,20,711.8,503,252,54.2,7139,2134,-0.2289730845,-0.04559120539,-0.2380315033,1.409701826,5.00E-05,257592761365,0.3284259531,0,3.23E+22
0,2,6.625,0.125,1.625,1,100,20,799.4,506,252.8,267.8,518.5,136.7,-0.4021764103,0.4201663753,-0.03513006416,1.894984797,0.0001,86184233048,0.08941577393,0,2.13E+20
1,24,9.775454,1.635389,8.2463526,0,90,18,685,471.2,235,173,3705.2,677,0.7561787551,0.1460251992,-0.07197556091,2.305373437,5.00E-05,194064028579,3.012816645,0,1.98E+22
1,14,8.1675578,9.5360082,7.8006588,0,100,20,619.4,330.8,166.8,38605.8,14813.2,3733.7,-1.498286541,-0.4798258496,-0.2691414064,1.691543286,5.00E-05,178325050361,0.5865460847,0,8.00E+21
1,24,9.6160436,9.6976792,3.2719404,0,100,20,711.6,546.4,264,594.8,2290.3,717.5,-0.3872237873,-0.509018863,-0.2857753148,1.928798974,5.00E-05,150869714084,0.115293149,0,6.06E+20
0,11,8.625,2.125,1.375,0,100,20,695,591.8,273,351.5,2224.7,353.5,-0.4165881872,-0.1032500867,0.2747830996,1.614371184,5.00E-05,192927317803,0.3203820991,0,6.00E+21
1,27,0.1214982,9.7140368,1.5629776,1,100,20,809.4,520.6,255.2,1.8,695.8,220.7,-0.1111111111,-0.101117423,0.1012149506,2.3,0.0001,72346389610,0.16875,0,1.91E+20
1,41,9.6994572,9.684903,2.5601308,0,100,20,704.4,497,263.6,2.8,880.5,90.3,-0.3436215967,-0.678464631,-0.3362358943,1.690763107,5.00E-05,188150994215,0.4422751431,0,4.99E+21
1,5,8.165602,1.454033,6.8139958,0,100,20,701.6,626.6,294.6,24.8,5736.8,1556.8,1.121084708,-0.1164626525,-0.1346771943,1.84644789,5.00E-05,165449830567,0.3632877357,0,2.74E+21
0,22,0.375,2.375,3.375,0,100,20,709.2,555.2,278.6,262.7,1037.2,227.8,-0.3926598218,1.401002428,1.337935448,1.542200737,5.00E-05,198718143221,0.2613961088,0,3.45E+21
1,3,0.1639864,7.3195848,6.1436898,0,100,20,697.4,408.2,203.8,1.8,284.2,117.2,-0.1111111111,-0.5206824849,0.1476677899,1.652705574,5.00E-05,172725037813,0.07008035715,0,9.64E+20
0,22,9.875,0.125,4.125,1,110,22,448.8,313.4,163.2,11259.7,5529.3,1325.2,-1.499272827,-1.346863473,-1.269909716,1.657570297,5.00E-05,174869993435,1.381548109,0,1.93E+22
1,19,5.6945249,3.390783,6.860173,0,100,20,724.8,581.6,266,111.2,758.3,232.5,-1.474052438,1.126817274,0.4020969283,1.254685754,5.00E-05,242276813046,0.0947045729,0,3.41E+21
0,15,5.375,0.125,0.125,1,100,20,825.6,641.8,324.8,282.8,5114.7,940.7,0.4009334986,0.2436600407,0.1933336558,0.9657635701,5.00E-05,428277472768,0.2403759082,0,4.88E+22
1,19,6.7930749,3.0591352,6.9013464,0,100,20,689.2,557,272.6,81.2,2577.5,415.8,0.9527333134,0.7414624341,-0.7703478202,1.660744442,5.00E-05,167070666781,0.02115987113,0,2.37E+20
0,29,1.125,3.375,1.625,0,100,20,729.2,507.6,247.2,19.7,2875.3,633.2,-0.5508474735,0.9155318979,-0.1209484452,1.911462785,5.00E-05,179150528375,0.6203875256,0,6.67E+21
0,34,8.125,8.875,0.875,0,100,20,735,582.6,258.2,2.5,781.8,63.2,0,-0.1468278345,-0.4743794278,1.746700073,5.00E-05,250770710228,0.9831735699,0,4.04E+22
1,25,9.3357546,9.8472344,0.2860434,1,110,22,504.2,310.2,155.8,65896.2,13689.2,2271.2,-0.4281757348,-0.3863661578,-0.3207980494,1.731251467,5.00E-05,373177072195,2.288182671,0,2.06E+23
1,3,9.7479652,8.3829558,4.3060252,0,100,20,696.8,481.2,239.2,0.7,1283.7,191.2,0.3436215967,-0.6182762409,-0.6649795735,1.45817976,5.00E-05,266151965418,0.576514733,0,3.51E+22
0,41,6.875,9.125,3.125,0,100,20,710.8,650,275.8,158.7,4758,152.2,0.3701983553,0.5385799974,0.02743756069,1.740444794,5.00E-05,166576802708,0.07293990062,0,6.87E+20
1,40,0.1588362,0.1155038,4.7619552,1,100,20,506.2,294.4,151.4,21.7,565.3,85.8,-0.7883754588,-0.3504881525,-0.3320547374,3.278337226,0.0001,32256708542,0.5031312877,0,6.52E+19
1,4,9.0466264,8.0754828,7.6324854,1,100,20,504.2,392.8,191.8,30.2,3589.7,840.2,1.476136814,-1.111537351,-1.191848745,2.134757807,5.00E-05,96467793828,0.1160113792,0,2.46E+20
1,44,9.6445424,9.6338744,0.1430668,1,100,20,713.2,565.4,269.2,186.7,1646.3,612.7,-0.3093199113,-0.2532914843,-0.1405376409,1.992105295,7.00E-05,122227281057,0.3675206161,7.50E-10,3.05E+21
0,27,2.625,4.375,6.375,0,100,20,716,523.8,235,34,372.2,64,0.4060402882,0.5088422127,1.346226473,1.619831339,5.00E-05,193404721301,0.3608080406,0,3.28E+21
1,26,9.6995588,1.7350586,8.1639042,0,100,20,711.6,456.6,228.4,3.3,5774.8,1678.8,0.3804646085,0.3868014791,0.3727881743,1.421654617,5.00E-05,225759796176,0.2079976885,0,1.04E+22
1,19,4.0815487,2.7582468,6.8437646,0,100,20,710.2,511.8,255,147.2,3555.2,271,-0.4495377033,0.4802416165,0.002255503886,1.33738668,5.00E-05,237158700431,0.1861210838,0,1.00E+22
1,18,0.1575154,9.6629888,5.3629954,0,100,20,693.6,420,192.2,721.3,2134,621.2,-0.3449195879,-0.1465751452,-0.6418165395,1.474788025,5.00E-05,199004184642,0.1718753504,0,2.37E+21
0,32,2.125,9.625,2.375,0,100,20,708.8,515,248.4,93.2,286.5,92.3,-0.05010160762,-0.09199007284,0.2013022272,2.010213864,5.00E-05,159927094322,0.6675502782,0,3.78E+21
1,28,9.826127,1.2490042,8.3640816,1,100,20,705.4,495,252.4,138.3,8925,2870.3,0.4739481271,-0.3575021564,-0.3911886282,1.71925824,5.00E-05,183376961758,0.3989388787,0,4.56E+21
1,3,9.720965,9.7698212,4.7256332,0,100,20,693.8,492.2,249.8,39.7,1102.2,79.2,-1.201966459,-0.1950880822,0.4295204224,1.708751901,5.00E-05,179188306944,0.2408336768,0,5.53E+21
1,42,0.7521294,1.8885,8.1275822,1,100,20,377.6,257.4,154,65081.3,27736.8,7094,0.4069875902,0.4118702562,0.4182562034,2.061185694,6.80E-05,67454810137,0.08001691883,2.70E-10,3.95E+21
0,29,1.125,6.625,2.875,0,100,20,775.4,595.2,281.2,5.8,5118.7,565.2,-0.403407114,-0.2058858427,0.1115884939,1.689621328,5.00E-05,298959444881,1.103349708,0,5.50E+22
1,3,0.2702092,9.7283684,1.9618846,0,100,20,706.8,492,259.6,3.7,2110,410.8,1.017952296,-0.8284698811,-0.808423686,1.540786707,5.00E-05,184461782746,0.01684540598,0,2.08E+20
1,3,9.806563,0.4026568,7.7663434,0,100,20,697.8,439.4,226.4,79.2,2355.8,756.8,0.096411298,-0.6581242174,-0.840650178,1.353343387,5.00E-05,246045326036,0.226202097,0,2.13E+22
1,3,0.1733844,9.1647678,5.7845846,1,100,20,705.8,476,233.4,19.7,1183.5,71.8,-0.4848685282,0.3059195953,0.3082880975,1.693914563,6.80E-05,135621656192,0.257066817,2.70E-10,1.49E+21
1,12,0.5759804,9.736846,3.325509,0,100,20,712.8,491.8,253.6,216.7,373.2,235.8,0.5312547327,-0.5075334544,-0.2114971482,1.388386959,5.00E-05,229364269038,0.2467270659,0,7.83E+21
0,35,8.875,9.875,6.375,1,100,20,714.2,442.2,213.6,1484.2,1504.2,358.3,1.487381838,0.0036933751,0.5534851708,1.439342516,5.60E-05,224058904158,0.4259914032,1.80E-10,1.43E+22
0,11,9.375,6.625,1.625,0,100,20,726,471.4,235.2,16,2405.3,292.7,-0.6288941187,0.5835164071,-0.4912681533,1.541855268,5.00E-05,200452590725,0.2314779138,0,2.40E+21
0,5,1.625,8.875,0.875,0,100,20,713.6,553.8,266.4,308.3,4755.2,430.8,0.5019928046,0.3276728716,0.4082435478,1.819642514,5.00E-05,186865769875,0.8298763994,0,7.34E+21
1,22,9.5151802,9.6864524,1.9748132,0,100,20,144.8,483.8,253.6,104835.2,2676.2,370.8,1.5,0.3393262791,1.114096383,1.703747403,5.00E-05,34536815268,0.3097490186,0,5.96E+21
0,43,1.375,1.375,3.125,0,100,20,696.2,541,251,153.2,212,143,0.568575357,-0.09290489237,-0.08826422633,1.802065096,5.00E-05,173564580241,0.3782017368,0,5.19E+21
0,7,7.375,4.125,4.625,0,100,20,717.4,534.2,242,210.8,3543.2,513.5,-0.4100633186,0.4273799102,-0.01311526246,1.731255511,5.00E-05,168627681438,0.06594294342,0,5.95E+20
0,39,1.375,9.625,1.625,0,100,20,729.2,458.6,232.6,24.7,1952.8,337.8,1.424629254,0.2454103154,0.4448768932,1.736800741,5.00E-05,187072741630,0.3856539805,0,4.75E+21
1,12,0.4000346,9.7110142,2.7554314,0,100,20,721,434.8,223.8,191,6135.2,2060.7,-0.4155028079,-0.5735523958,-0.3866262109,1.666114408,5.00E-05,176563958579,0.07695347285,0,6.90E+20
1,8,4.3486678,3.6888012,6.9130304,0,100,20,684.6,460.4,221.6,1018.8,2491.3,275.3,0.6347857441,0.47160782,-1.222238506,1.749193618,5.00E-05,159451946123,0.08165210996,0,5.34E+20
0,42,1.875,1.125,4.875,0,100,20,700.2,584.4,267,55.2,1316.3,149,0.167984064,-0.6848729603,1.239270557,1.735415425,5.00E-05,169665596212,0.1885416276,0,1.78E+21
1,22,8.1905702,1.8352108,7.7570724,1,100,20,589.2,385.8,206.2,41599.7,18469.7,4768.7,-0.8130915305,-1.309972495,-1.150279837,2.306594691,5.00E-05,113664134813,0.5352900541,0,2.87E+21
0,33,0.125,7.625,3.375,1,130,26,286.9,346.8,168.2,55154.05,6837.7,1365.7,1.499810074,1.206495652,1.359016459,1.365312424,5.00E-05,136706375945,1.533183732,0,1.09E+22
1,33,9.7558004,9.753737,3.9738694,0,100,20,687.6,423.2,204.4,22.8,2149.7,293.3,-0.8478566294,0.05770087878,0.1077200088,1.333697729,5.00E-05,218402209755,0.1203129582,0,3.62E+21
0,4,9.375,9.375,8.625,0,100,20,685.2,506.2,256,521.2,780.2,87.5,1.492809899,-0.4458716311,-1.178153915,1.28144843,5.00E-05,291066610648,0.6036124009,0,2.99E+22
1,3,0.4191294,4.6560646,6.9270512,0,100,20,698.2,465.4,236.4,5.7,1526.8,95.3,-0.1380231722,0.04252712635,-0.6218357032,1.56360708,5.00E-05,184532122914,0.1001661224,0,1.35E+21
0,19,4.875,9.375,1.875,0,100,20,690,465.8,235,1268.5,1547.2,376,0.4082481953,0.2935809415,-0.0517543688,1.348788737,5.00E-05,233133239101,0.2259611793,0,1.10E+22
1,39,9.9656238,1.1495632,6.992253,1,160,32,848.3,571.3666667,309.7333333,713.7,1359.672222,273.1888889,-1.217841954,0.3595829308,0.4297976483,0.9,5.00E-05,589493333333,0.45625,0,1.86E+23
1,12,9.6006512,9.491355,6.5482864,0,100,20,697.8,510.8,251.8,3.2,8637.7,1608.2,0.03515625,0.4273486876,0.4013191761,1.54465061,5.00E-05,184435806046,0.06444311509,0,8.30E+20
1,3,0.9731796,7.1449344,6.9435358,0,100,20,700.8,521.6,242.8,5.2,1917.3,263.2,0.2715454179,0.3405640952,0.5927085784,1.614222732,5.00E-05,180239682437,0.1022312134,0,1.77E+21
1,22,0.2906876,9.4632626,0.0931558,0,100,20,732.2,447.2,219.2,4.7,685.7,117.2,1.362792753,0.1538179421,0.02284013077,1.71812939,5.00E-05,173114077055,0.06003924792,0,5.41E+20
1,27,0.1537816,9.7408846,5.5270032,1,120,24,575.8,363.8,179,82005.7,31530.7,6359,-0.3372900775,-0.05938493764,0.1583695159,2.791447216,7.00E-05,138628818617,5.329222492,7.50E-10,2.16E+22
1,15,9.7425864,9.7573184,4.9113072,0,100,20,685.8,444.8,221,72.2,475.7,69,0.3792097973,0.2739977436,0.7607570355,1.757995889,5.00E-05,165192355695,0.230563068,0,1.84E+21
1,31,8.0865318,9.3832526,7.6761226,1,100,20,190,125.2,93,1.5,19.7,11.5,0.9128709292,-0.9344459927,0.1290092231,1.4,0.0001,33961904762,0.26875,0,5.45E+20
0,37,1.625,9.875,4.375,1,100,20,668.6,444.6,225.4,7122.8,7692.8,2802.8,-1.337610915,0.9935173104,1.002426501,1.778562912,5.60E-05,148265403470,0.4990174597,1.80E-10,1.01E+21
0,1,5.125,1.875,3.625,0,100,20,707,517,246.8,72,1419.5,19.7,0.2168575826,0.3188129793,0.5508474735,1.695996281,5.00E-05,230000860406,0.5294957699,0,3.74E+22
1,3,2.7878318,2.682129,4.9114342,0,100,20,669,513,242.2,5.5,2251,530.2,-0.3900528774,-0.3055492501,-0.02911110065,1.672777474,5.00E-05,172154747488,0.2053944035,0,3.33E+21
1,34,1.5882212,1.766961,8.162685,0,100,20,698.8,490.2,242.8,29.2,7576.2,1671.7,-0.3877276903,-0.1389016667,-0.2710395468,1.470836943,5.00E-05,205983110864,0.2020483581,0,4.50E+21
1,34,9.707382,1.8292418,8.2206986,1,110,22,631.8,367.4,183.4,44367.2,19619.8,4196.8,-1.313815,-1.045092917,-0.8606273818,2.249960284,5.00E-05,199536841209,1.8439734,0,4.20E+22
1,25,0.3131412,9.778248,5.3133892,0,100,20,704.6,481.4,241.4,14.8,1854.8,71.8,-0.3075064228,0.8531321113,-0.4194305875,1.911370372,5.00E-05,162026237643,0.4333291273,0,3.16E+21
1,4,6.4274546,9.8407066,6.3347486,0,110,22,614.4,375,181,40388.3,10653.5,1719,-1.497846768,-0.9701113573,-0.8656896762,1.771026525,5.00E-05,179539817808,0.997734088,0,8.54E+21
1,39,8.1457138,1.0538306,8.388618,1,140,28,870.2666667,575.7333333,314.0666667,42.18888889,172.6888889,75.52222222,-0.2999418864,-0.09759077918,0.2187373377,0.6,5.00E-05,720666666667,0.08125,0,1.68E+23
0,33,1.875,2.125,1.625,0,100,20,718,531.8,245,188,5732.2,502,0.4163796211,0.4554345602,0.403029407,1.191620557,5.00E-05,294235316513,0.2875505608,0,2.30E+22
1,33,9.8511266,1.316238,8.324229,1,170,34,201.1,198.8,121,1125.05,1290.075,417.5,1.4873124,0.6380089122,-0.08158487314,0.8346134937,5.00E-05,148941870714,0.5910809508,0,8.94E+21
1,3,9.748143,8.54737,1.0684904,0,100,20,710.2,522.4,256,359.2,6098.8,1158,1.47744248,-0.8597064994,-0.9556873249,1.746168597,5.00E-05,164167868669,0.03236903997,0,3.38E+20
1,33,8.0928116,8.377946,8.5498318,1,160,32,186.8,225.3,126.4,5.7,1080.45,108.8,-0.8478566294,0.2050836717,0.2161071326,0.775,5.00E-05,132608000000,0.20625,0,8.68E+21
1,36,9.7827184,9.7651924,5.8243356,0,90,18,619.2,390.2,181.6,40102.2,18164.2,2751.3,-1.499419147,-0.6534134336,-0.5207580554,3.56884231,5.00E-05,94093076255,3.351775155,0,4.45E+21
0,1,5.125,2.875,3.125,0,100,20,711.6,547.4,267.2,196.8,825.3,129.2,1.285455733,0.2793315753,-1.136848216,1.71327671,5.00E-05,183293749108,0.408978644,0,3.66E+21
1,11,0.3728312,9.7234094,5.0647232,0,100,20,692,549,296,15.5,1439,429.5,-0.577122509,-0.7504252307,-0.3427158675,1.627559546,5.00E-05,171767672099,0.03256240383,0,3.67E+20
0,15,5.125,8.125,1.375,0,100,20,683.4,483.8,221.2,97.8,920.2,310.7,1.461793965,0.6403175101,0.9461848696,1.245863962,5.00E-05,235318153174,0.1066537338,0,5.94E+21
1,39,8.2788352,8.1716218,6.5767598,0,100,20,728.6,610.8,290.8,21.8,12613.2,1456.7,0.4639745675,0.273454343,0.02100993344,1.370457079,5.00E-05,220761130195,0.0898092436,0,2.24E+21
1,39,6.0706608,0.0696822,6.6382278,1,100,20,850.4,557.2,300.2,92.8,3791.2,410.2,-0.4520320786,0.6083596904,1.037582552,1.085730076,5.00E-05,359341193554,0.120237752,0,3.40E+22
0,34,4.375,2.875,5.375,0,100,20,689,527.8,241,55,844.2,126,0.6167277503,0.611076061,0.6486012394,1.802895492,5.00E-05,173660572720,0.5775848045,0,4.25E+21
0,8,1.875,3.375,2.125,0,100,20,763.4,518.4,238.4,30.8,3885.3,562.8,-1.141626138,-0.9567695477,-1.141640388,1.607922532,5.00E-05,197354485866,0.1276064144,0,1.81E+21
0,45,9.125,0.125,4.625,1,110,22,462.4,317.2,153.2,13528.3,4513.7,665.2,-1.476169849,-0.2640837667,-0.6359553474,2.18044825,5.00E-05,93960708614,0.4442095655,0,1.41E+21
1,8,4.6577096,4.7601732,6.8774704,0,100,20,728.4,596.2,252.4,4.3,1826.7,148.8,-0.9704949588,0.2746391584,0.8890481348,1.950246121,5.00E-05,181966472407,0.9644250863,0,6.88E+21
1,42,0.2245206,9.387088,2.7107528,0,100,20,697.6,476.6,244.4,176.3,880.8,439.3,-1.450922761,0.6599211178,0.07282671145,2.184262101,5.00E-05,141037404744,0.8487488429,0,1.62E+21
1,31,9.6731428,9.7176436,1.562114,0,100,20,728.4,473,236.8,24.8,201.5,87.2,-1.121084708,0.7815627265,0.3598439117,1.819027663,5.00E-05,168322722708,0.254547953,0,1.37E+21
0,29,5.375,9.875,3.375,1,110,22,502.8,384.2,195,25681.2,9638.2,1701.5,-0.3244188047,-1.482004785,-1.420409822,2.093081393,5.00E-05,131139267785,0.9456378539,0,1.17E+22
0,27,0.125,4.375,1.375,1,100,20,833.6,554.4,254.2,986.8,2132.8,178.2,0.406196403,-0.8074730581,-1.011749347,1.8,0.0001,140186666667,1.04375,0,1.27E+22
1,7,6.858645,2.8208578,6.9209044,0,100,20,688,564.6,259.2,706,1454.8,545.7,-0.3905007242,0.2742325755,0.4271511431,1.730940113,5.00E-05,191969567952,0.6766829059,0,9.84E+21
1,6,9.6767242,9.5439838,4.3236782,0,100,20,710.2,490.6,248,5.2,1854.8,433.5,0.1527442976,0.515022024,0.5616952613,1.548743408,5.00E-05,217792728631,0.7673673217,0,6.38E+21
0,18,6.875,9.875,3.875,1,100,20,759.8,492.4,240,4210.2,1915.3,354.5,0.3009540625,-0.08645125426,-0.9608150339,2.051806322,6.20E-05,161235281826,1.018863521,2.70E-10,1.11E+22
0,21,2.625,5.875,5.875,0,100,20,716.6,496.8,244.4,792.3,2552.7,482.8,-1.27285053,0.563175829,-0.03809257471,1.696081165,5.00E-05,192233737636,0.4822608509,0,5.45E+21
